             (1,R1)       (2,R1)       (1,R2)       (2,R2)
  [1,] 2.971306e-03 9.835351e-04 9.960448e-01 3.305596e-07
  [2,] 7.204334e-04 3.486121e-04 9.989309e-01 1.724750e-08
  [3,] 1.680818e-03 7.453263e-04 9.975738e-01 1.009121e-07
  [4,] 2.759305e-03 1.376295e-03 9.958639e-01 5.378347e-07
  [5,] 6.409356e-03 4.437638e-03 9.891525e-01 5.437820e-07
  [6,] 7.506354e-03 5.040314e-03 9.874529e-01 4.339385e-07
  [7,] 1.442514e-02 7.402718e-03 9.781719e-01 1.998164e-07
  [8,] 1.211106e-03 5.444538e-04 9.982444e-01 4.957214e-08
  [9,] 1.286800e-03 6.411777e-04 9.980720e-01 2.898620e-08
 [10,] 7.280096e-03 3.639273e-03 9.890802e-01 3.878732e-07
 [11,] 3.864125e-03 2.214618e-03 9.939209e-01 3.555730e-07
 [12,] 6.245728e-03 3.714816e-03 9.900390e-01 4.186019e-07
 [13,] 2.233712e-02 4.272537e-03 9.733903e-01 2.069951e-08
 [14,] 4.990136e-03 1.480474e-03 9.935293e-01 8.429117e-08
 [15,] 3.931729e-04 1.436520e-04 9.994632e-01 4.417884e-09
 [16,] 9.733016e-04 3.940709e-04 9.986326e-01 2.777283e-08
 [17,] 1.013120e-02 4.794517e-03 9.850733e-01 1.010230e-06
 [18,] 5.999200e-02 2.673492e-02 9.132298e-01 4.327588e-05
 [19,] 5.186676e-02 4.515579e-02 9.028123e-01 1.651825e-04
 [20,] 4.553840e-01 3.748187e-01 1.592512e-01 1.054605e-02
 [21,] 4.520109e-01 4.364903e-01 1.009744e-01 1.052438e-02
 [22,] 4.286130e-03 2.618683e-03 9.930947e-01 5.229945e-07
 [23,] 3.327397e-03 2.061539e-03 9.946110e-01 4.154396e-08
 [24,] 3.390525e-03 2.081656e-03 9.945278e-01 1.305094e-08
 [25,] 3.622842e-02 4.524685e-05 9.637263e-01 7.274188e-13
 [26,] 4.060425e-03 2.262673e-03 9.936769e-01 1.466305e-08
 [27,] 6.154538e-03 2.951382e-03 9.908940e-01 8.365442e-08
 [28,] 1.600297e-03 7.556753e-04 9.976439e-01 1.007922e-07
 [29,] 1.389221e-03 6.197717e-04 9.979910e-01 3.534193e-09
 [30,] 1.164282e-03 6.157297e-04 9.982200e-01 2.158513e-08
 [31,] 7.295580e-03 3.284564e-03 9.894198e-01 9.872269e-08
 [32,] 1.894181e-02 1.114599e-03 9.799436e-01 6.887504e-10
 [33,] 5.169264e-03 1.267400e-03 9.935633e-01 4.920416e-09
 [34,] 7.687716e-03 1.412843e-03 9.908994e-01 2.662550e-09
 [35,] 1.266431e-02 6.181265e-04 9.867176e-01 2.554553e-10
 [36,] 8.818417e-03 2.358105e-03 9.888234e-01 3.414182e-08
 [37,] 1.133972e-02 7.036171e-03 9.816230e-01 1.098745e-06
 [38,] 6.783074e-02 3.338494e-02 8.987829e-01 1.367924e-06
 [39,] 1.645852e-01 8.162567e-02 7.537883e-01 8.062643e-07
 [40,] 2.668683e-01 1.244451e-01 6.086854e-01 1.162235e-06
 [41,] 5.717635e-01 4.111688e-01 1.705824e-02 9.483010e-06
 [42,] 3.181788e-04 9.980874e-01 6.220660e-11 1.594429e-03
 [43,] 9.130761e-06 9.980482e-01 5.724680e-16 1.942673e-03
 [44,] 3.709532e-01 7.668122e-04 6.282799e-01 1.578872e-11
 [45,] 3.713574e-01 1.997329e-05 6.286226e-01 3.391180e-15
 [46,] 3.712890e-01 6.216886e-08 6.287110e-01 3.831246e-20
 [47,] 2.411007e-01 1.346541e-05 7.588859e-01 7.557734e-15
 [48,] 2.411906e-01 2.332009e-08 7.588093e-01 6.809816e-21
 [49,] 2.412005e-01 3.855282e-10 7.587995e-01 2.130944e-24
 [50,] 2.412088e-01 2.518284e-08 7.587912e-01 9.282944e-21
 [51,] 2.411363e-01 3.511403e-08 7.588636e-01 1.142796e-20
 [52,] 2.411429e-01 2.362958e-07 7.588568e-01 8.251961e-19
 [53,] 2.412194e-01 1.790549e-07 7.587804e-01 3.456781e-19
 [54,] 2.412308e-01 1.448128e-06 7.587678e-01 3.187782e-17
 [55,] 3.360306e-04 1.182535e-04 9.995457e-01 9.066011e-09
 [56,] 5.549443e-03 3.635160e-03 9.908135e-01 1.944379e-06
 [57,] 9.728327e-03 5.956068e-03 9.843154e-01 1.995036e-07
 [58,] 1.214844e-02 6.474928e-03 9.813765e-01 1.002390e-07
 [59,] 4.329894e-02 5.943163e-07 9.567005e-01 9.489716e-17
 [60,] 4.338607e-02 1.189718e-08 9.566139e-01 9.031029e-21
 [61,] 4.353215e-02 7.957517e-13 9.564679e-01 5.114498e-29
 [62,] 1.262153e-04 3.407856e-05 9.998397e-01 5.507217e-10
 [63,] 1.079896e-03 3.668500e-04 9.985532e-01 6.963556e-09
 [64,] 1.946794e-02 8.979209e-04 9.796341e-01 6.572982e-10
 [65,] 3.061920e-02 1.774252e-05 9.693631e-01 5.781289e-14
 [66,] 3.224196e-03 1.328625e-03 9.954471e-01 4.218768e-08
 [67,] 7.902717e-03 4.032182e-03 9.880649e-01 2.388711e-07
 [68,] 3.255749e-04 6.407632e-05 9.996103e-01 8.958082e-10
 [69,] 3.741093e-04 7.700223e-05 9.995489e-01 1.948228e-09
 [70,] 2.282136e-05 1.610627e-06 9.999756e-01 4.526862e-12
 [71,] 8.803097e-05 1.965651e-05 9.998923e-01 2.886895e-10
 [72,] 7.909591e-04 2.499905e-04 9.989590e-01 1.966626e-09
 [73,] 8.310545e-04 2.568407e-04 9.989121e-01 9.866897e-10
 [74,] 1.206923e-03 2.972905e-04 9.984958e-01 1.022675e-09
 [75,] 2.342775e-03 3.611779e-04 9.972960e-01 2.927712e-10
 [76,] 2.903309e-03 3.857935e-04 9.967109e-01 1.812811e-10
 [77,] 5.623475e-03 6.494878e-04 9.937270e-01 1.161165e-09
 [78,] 3.980592e-04 7.900458e-05 9.995229e-01 1.173569e-09
 [79,] 3.533759e-04 4.439115e-05 9.996022e-01 1.081450e-10
 [80,] 2.848800e-04 2.913274e-05 9.996860e-01 6.553327e-12
 [81,] 2.065766e-03 1.352517e-04 9.977990e-01 1.274071e-10
 [82,] 4.247898e-04 2.984092e-05 9.995454e-01 1.203430e-11
 [83,] 2.963716e-03 1.095358e-04 9.969267e-01 2.302524e-11
 [84,] 4.517805e-03 1.611716e-04 9.953210e-01 3.459805e-11
 [85,] 2.207789e-03 7.517927e-05 9.977170e-01 1.164734e-11
