             (1,R1)       (2,R1)       (1,R2)       (2,R2)
  [1,] 9.291112e-01 7.086303e-02 2.828371e-07 2.553085e-05
  [2,] 9.390712e-01 6.092771e-02 4.374560e-07 6.974620e-07
  [3,] 9.415422e-01 5.845519e-02 1.560822e-06 1.012139e-06
  [4,] 9.420832e-01 5.790839e-02 5.181701e-06 3.189463e-06
  [5,] 9.737848e-01 2.621076e-02 3.716406e-06 7.241496e-07
  [6,] 9.785958e-01 2.139778e-02 6.277319e-06 1.462303e-07
  [7,] 9.910897e-01 8.447953e-03 4.623219e-04 3.524353e-08
  [8,] 9.564568e-01 4.354136e-02 1.081349e-06 7.646944e-07
  [9,] 9.628888e-01 3.711046e-02 5.450665e-07 1.543188e-07
 [10,] 9.711357e-01 2.883684e-02 2.700257e-05 4.875444e-07
 [11,] 9.662181e-01 3.377881e-02 1.911350e-06 1.133714e-06
 [12,] 9.748398e-01 2.514257e-02 1.735441e-05 2.854979e-07
 [13,] 9.956690e-01 2.296625e-03 2.034344e-03 2.775584e-09
 [14,] 9.274007e-01 7.259561e-02 1.389112e-06 2.284324e-06
 [15,] 9.133113e-01 8.668088e-02 3.532796e-06 4.259871e-06
 [16,] 8.952689e-01 1.047223e-01 4.444982e-06 4.423324e-06
 [17,] 9.176220e-01 8.237229e-02 2.572302e-06 3.164201e-06
 [18,] 9.206602e-01 7.927552e-02 3.653652e-05 2.777699e-05
 [19,] 8.802226e-01 1.093053e-01 1.903708e-03 8.568377e-03
 [20,] 9.443521e-01 5.563260e-02 4.860118e-06 1.046483e-05
 [21,] 9.701446e-01 2.980138e-02 5.281540e-05 1.247760e-06
 [22,] 9.751514e-01 2.484481e-02 3.027618e-06 8.029536e-07
 [23,] 9.896159e-01 1.038236e-02 1.766277e-06 1.841766e-08
 [24,] 9.925742e-01 7.424735e-03 1.064315e-06 3.452008e-09
 [25,] 9.945088e-01 1.240982e-05 5.478835e-03 8.976114e-14
 [26,] 9.933654e-01 6.630531e-03 4.097007e-06 3.313834e-09
 [27,] 9.922290e-01 7.728092e-03 4.290112e-05 2.583046e-08
 [28,] 7.455695e-01 2.544137e-01 2.916198e-06 1.386206e-05
 [29,] 6.632776e-01 3.367207e-01 1.319149e-06 4.326496e-07
 [30,] 7.023663e-01 2.976288e-01 4.560873e-06 4.266336e-07
 [31,] 6.776961e-01 3.186701e-01 3.630827e-03 2.935121e-06
 [32,] 5.133440e-01 4.404294e-01 4.619678e-02 2.989923e-05
