                                                              0     1
214                                                       0.621 0.379
215                                                       0.641 0.359
216                                                       0.676 0.324
217                                                       0.640 0.360
218                                                       0.876 0.124
219                                                       0.877 0.123
220                                                       0.726 0.274
221                                                       0.621 0.379
222                                                       0.680 0.320
223                                                       0.860 0.140
224                                                       0.534 0.466
225                                                       0.530 0.470
226                                                       0.991 0.009
227                                                       0.579 0.421
228                                                       0.562 0.438
229                                                       0.478 0.522
230                                                       0.403 0.597
231                                                       0.430 0.570
232                                                       0.418 0.582
233                                                       0.622 0.378
234                                                       0.605 0.395
235                                                       0.052 0.948
236                                                       0.004 0.996
237                                                       0.004 0.996
238                                                       0.000 1.000
239                                                       0.004 0.996
240                                                       0.005 0.995
241                                                       0.341 0.659
242                                                       0.222 0.778
243                                                       0.221 0.779
244                                                       0.225 0.775
245                                                       0.004 0.996
246                                                       0.267 0.733
247                                                       0.062 0.938
248                                                       0.991 0.009
249                                                       0.176 0.824
250                                                       0.285 0.715
251                                                       0.035 0.965
252                                                       0.002 0.998
253                                                       0.000 1.000
254                                                       0.000 1.000
255                                                       0.000 1.000
256                                                       0.000 1.000
257                                                       0.000 1.000
258                                                       0.000 1.000
259                                                       0.000 1.000
260                                                       0.000 1.000
261                                                       0.000 1.000
262                                                       0.000 1.000
263                                                       0.000 1.000
264                                                       0.000 1.000
265                                                       0.000 1.000
266                                                       0.000 1.000
267                                                       0.000 1.000
268                                                       0.627 0.373
269                                                       0.790 0.210
270                                                       0.908 0.092
271                                                       0.877 0.123
272                                                       0.000 1.000
273                                                       0.000 1.000
274                                                       0.000 1.000
275                                                       0.622 0.378
276                                                       0.259 0.741
277                                                       0.000 1.000
278                                                       0.000 1.000
279                                                       0.200 0.800
280                                                       0.243 0.757
281                                                       0.851 0.149
282                                                       0.903 0.097
283                                                       0.994 0.006
284                                                       0.990 0.010
285                                                       0.997 0.003
286                                                       0.998 0.002
287                                                       0.999 0.001
288                                                       0.999 0.001
289                                                       1.000 0.000
290                                                       1.000 0.000
291                                                       0.994 0.006
292                                                       1.000 0.000
293                                                       1.000 0.000
294                                                       1.000 0.000
295                                                       1.000 0.000
296                                                       1.000 0.000
297                                                       1.000 0.000
298                                                       1.000 0.000
299                                                       1.000 0.000
300                                                       0.999 0.001
301                                                       1.000 0.000
302                                                       1.000 0.000
303                                                       0.999 0.001
304                                                       0.995 0.005
305                                                       0.894 0.106
306                                                       1.000 0.000
307                                                       0.997 0.003
308                                                       0.996 0.004
309                                                       0.997 0.003
310                                                       1.000 0.000
311                                                       1.000 0.000
312                                                       1.000 0.000
313                                                       1.000 0.000
314                                                       0.998 0.002
315                                                       1.000 0.000
316                                                       1.000 0.000
317                                                       0.999 0.001
318                                                       1.000 0.000
319                                                       0.999 0.001
320                                                       0.999 0.001
321                                                       1.000 0.000
322                                                       1.000 0.000
323                                                       1.000 0.000
324                                                       0.998 0.002
325                                                       0.997 0.003
326                                                       1.000 0.000
327                                                       0.999 0.001
328                                                       0.997 0.003
329                                                       0.999 0.001
330                                                       1.000 0.000
331                                                       1.000 0.000
332                                                       0.998 0.002
333                                                       0.998 0.002
334                                                       0.970 0.030
335                                                       0.000 1.000
336                                                       0.000 1.000
337                                                       0.000 1.000
338                                                       0.000 1.000
339                                                       0.000 1.000
340                                                       0.000 1.000
341                                                       0.000 1.000
342                                                       0.000 1.000
343                                                       0.000 1.000
344                                                       0.000 1.000
345                                                       0.000 1.000
346                                                       0.000 1.000
347                                                       0.000 1.000
348                                                       0.000 1.000
349                                                       1.000 0.000
350                                                       0.999 0.001
351                                                       1.000 0.000
352                                                       1.000 0.000
353                                                       1.000 0.000
354                                                       1.000 0.000
355                                                       1.000 0.000
